# Supertokens for Korean (4299 total, sorted by frequency)

도움이 필요하다 (2 atoms, 0 occurrences)
은 편이다 (2 atoms, 0 occurrences)
퇴근을 하다 (3 atoms, 0 occurrences)
수염을 기르다 (2 atoms, 0 occurrences)
하나, 둘 (3 atoms, 0 occurrences)
착륙을 하다 (2 atoms, 0 occurrences)
에 따라 (2 atoms, 0 occurrences)
(으) ㄴ/는 게 아니다 (7 atoms, 0 occurrences)
기는 하다 (2 atoms, 0 occurrences)
사귀기 시작하다 (2 atoms, 0 occurrences)
잠꼬대를 하다 (3 atoms, 0 occurrences)
몸살이 나다 (2 atoms, 0 occurrences)
입이 무겁다 (2 atoms, 0 occurrences)
공이 크다 (2 atoms, 0 occurrences)
침을 뱉다 (2 atoms, 0 occurrences)
법을 위반하다 (2 atoms, 0 occurrences)
상을 받다 (2 atoms, 0 occurrences)
손이 크다 (2 atoms, 0 occurrences)
말이 안 통하다 (3 atoms, 0 occurrences)
는 이상 (2 atoms, 0 occurrences)
간을보다 (3 atoms, 0 occurrences)
통장을 만들다 (2 atoms, 0 occurrences)
달리 표현하면 (2 atoms, 0 occurrences)
생각을 하다 (2 atoms, 0 occurrences)
그 밖에 (2 atoms, 0 occurrences)
물건을 맡다 (2 atoms, 0 occurrences)
음식을 대접하다 (2 atoms, 0 occurrences)
일이 생기다 (2 atoms, 0 occurrences)
하마터면 할 뻔했다 (3 atoms, 0 occurrences)
입이 가볍다 (2 atoms, 0 occurrences)
몇 일 씩 (4 atoms, 0 occurrences)
마음이 불편하다 (2 atoms, 0 occurrences)
계약을 갱신하다 (3 atoms, 0 occurrences)
마음에 품다 (2 atoms, 0 occurrences)
크게 웃다 (2 atoms, 0 occurrences)
어깨를 으쓱하다 (2 atoms, 0 occurrences)
회사를 차리다 (2 atoms, 0 occurrences)
믿든 안 믿든 (3 atoms, 0 occurrences)
적자를 내다 (3 atoms, 0 occurrences)
서명을 하다 (2 atoms, 0 occurrences)
자네 말고 (2 atoms, 0 occurrences)
모두든 몇몇이든 (2 atoms, 0 occurrences)
직감이 들다 (2 atoms, 0 occurrences)
에 의하면 (2 atoms, 0 occurrences)
변하든 안 변하든 (3 atoms, 0 occurrences)
물건을 놓고 오다 (3 atoms, 0 occurrences)
학교를 옮기다 (2 atoms, 0 occurrences)
씨발 새끼 (2 atoms, 0 occurrences)
곤란을 겪다 (2 atoms, 0 occurrences)
도전을 받다 (2 atoms, 0 occurrences)
자 자 (2 atoms, 0 occurrences)
같이 가다 (2 atoms, 0 occurrences)
수업을 빠지다 (2 atoms, 0 occurrences)
여행을 떠나다 (2 atoms, 0 occurrences)
예습을 하다 (2 atoms, 0 occurrences)
문이 닫히다 (2 atoms, 0 occurrences)
자리를 지키다 (2 atoms, 0 occurrences)
마음을 비우다 (2 atoms, 0 occurrences)
비밀번호를 입력하다 (2 atoms, 0 occurrences)
혀를 깨물다 (2 atoms, 0 occurrences)
손을 씻다 (2 atoms, 0 occurrences)
도 안 돼 (3 atoms, 0 occurrences)
몇 살 쯤 (4 atoms, 0 occurrences)
위를보다 (3 atoms, 0 occurrences)
여권을 갱신하다 (2 atoms, 0 occurrences)
다른 곳 (2 atoms, 0 occurrences)
에 비추어 (2 atoms, 0 occurrences)
동의를 하다 (3 atoms, 0 occurrences)
어떻게 말하면 (2 atoms, 0 occurrences)
뿐 아니라 (2 atoms, 0 occurrences)
교도소에 들어가다 (2 atoms, 0 occurrences)
더 좋게 (2 atoms, 0 occurrences)
말해보다 (3 atoms, 0 occurrences)
숨통이 막히다 (2 atoms, 0 occurrences)
안경을 벗다 (2 atoms, 0 occurrences)
소리를 키우다 (2 atoms, 0 occurrences)
마음에 걸리다 (2 atoms, 0 occurrences)
몇 개쯤 (2 atoms, 0 occurrences)
생각을 바꾸다 (2 atoms, 0 occurrences)
견디고 있다 (2 atoms, 0 occurrences)
더 멀리 (2 atoms, 0 occurrences)
기회를 얻다 (2 atoms, 0 occurrences)
예절을 모르다 (2 atoms, 0 occurrences)
옷을 벗다 (2 atoms, 0 occurrences)
뼈가 부러지다 (2 atoms, 0 occurrences)
허리를 굽히다 (2 atoms, 0 occurrences)
짐을 싸다 (3 atoms, 0 occurrences)
힘이 들다 (2 atoms, 0 occurrences)
니까는 (2 atoms, 0 occurrences)
그런 게 아니다 (3 atoms, 0 occurrences)
손을 흔들다 (2 atoms, 0 occurrences)
머리를 쥐어뜯다 (2 atoms, 0 occurrences)
어깨가 무겁다 (3 atoms, 0 occurrences)
사면을 받다 (2 atoms, 0 occurrences)
그렇게 알아 (2 atoms, 0 occurrences)
입이 짧다 (2 atoms, 0 occurrences)
도록 하다 (2 atoms, 0 occurrences)
몇 개월 (2 atoms, 0 occurrences)
땀을 빼다 (2 atoms, 0 occurrences)
이런 나쁜 놈 (3 atoms, 0 occurrences)
엉덩이를 들썩이다 (2 atoms, 0 occurrences)
배가 고프다 (3 atoms, 0 occurrences)
어느 때 (2 atoms, 0 occurrences)
용기를 얻다 (2 atoms, 0 occurrences)
은 중에 (3 atoms, 0 occurrences)
관심을 끌다 (2 atoms, 0 occurrences)
얼굴을 들다 (2 atoms, 0 occurrences)
웃든 울든 (2 atoms, 0 occurrences)
어깨가 가볍다 (3 atoms, 0 occurrences)
비가 오다 (2 atoms, 0 occurrences)
가슴이 찡하다 (2 atoms, 0 occurrences)
뭐라 할까 (2 atoms, 0 occurrences)
기사를 읽다 (2 atoms, 0 occurrences)
책을 덮다 (2 atoms, 0 occurrences)
상처를 받다 (2 atoms, 0 occurrences)
선물을 준비하다 (2 atoms, 0 occurrences)
앞이 막막하다 (2 atoms, 0 occurrences)
할 수 있다면 (3 atoms, 0 occurrences)
눈에 넣어도 아프지 않다 (4 atoms, 0 occurrences)
놀든 안 놀든 (3 atoms, 0 occurrences)
그래도 되다 (2 atoms, 0 occurrences)
절대 없다 (2 atoms, 0 occurrences)
넋을 잃다 (2 atoms, 0 occurrences)
혼자든 여럿이든 (2 atoms, 0 occurrences)
한마디로 말하면 (2 atoms, 0 occurrences)
눈에 띄다 (2 atoms, 0 occurrences)
놀라움을 감추지 못하다 (3 atoms, 0 occurrences)
일을 쉬다 (2 atoms, 0 occurrences)
은 길에 (2 atoms, 0 occurrences)
먼저 가다 (2 atoms, 0 occurrences)
저런 일 (2 atoms, 0 occurrences)
저런 때 (2 atoms, 0 occurrences)
가지고 싶다 (2 atoms, 0 occurrences)
마음이 가다 (2 atoms, 0 occurrences)
그 밖에도 (2 atoms, 0 occurrences)
급여를 지급하다 (2 atoms, 0 occurrences)
원래부터 (2 atoms, 0 occurrences)
이렇게 하다 (2 atoms, 0 occurrences)
위안이 되다 (2 atoms, 0 occurrences)
아는 사람이든 모르는 사람이든 (4 atoms, 0 occurrences)
아무리 해도 (2 atoms, 0 occurrences)
마음이 급하다 (2 atoms, 0 occurrences)
청혼을 받다 (2 atoms, 0 occurrences)
일이 꼬이다 (2 atoms, 0 occurrences)
전기세를 내다 (3 atoms, 0 occurrences)
짓을 한 (2 atoms, 0 occurrences)
고생을 시키다 (3 atoms, 0 occurrences)
그냥 그렇다 (2 atoms, 0 occurrences)
기 어렵다 (2 atoms, 0 occurrences)
한번 봐봐 (2 atoms, 0 occurrences)
실소가 나오다 (2 atoms, 0 occurrences)
보다 좋게 (2 atoms, 0 occurrences)
골프를 치다 (2 atoms, 0 occurrences)
형편에 따라 (2 atoms, 0 occurrences)
잊든 안 잊든 (3 atoms, 0 occurrences)
혀를 내두르다 (2 atoms, 0 occurrences)
등록금을 마련하다 (2 atoms, 0 occurrences)
가스비를 내다 (2 atoms, 0 occurrences)
자리가 나다 (2 atoms, 0 occurrences)
아무 생각이 없다 (3 atoms, 0 occurrences)
콧물이 나다 (3 atoms, 0 occurrences)
물건을 사다 (2 atoms, 0 occurrences)
사기를 당하다 (3 atoms, 0 occurrences)
말을 섞다 (2 atoms, 0 occurrences)
좀 자주 (2 atoms, 0 occurrences)
그럴 수 있다면 (3 atoms, 0 occurrences)
뭐 고 (3 atoms, 0 occurrences)
틈만 나면 (2 atoms, 0 occurrences)
일을 그만두다 (2 atoms, 0 occurrences)
몸을 흔들다 (2 atoms, 0 occurrences)
성공을 이루다 (3 atoms, 0 occurrences)
싸움을 하다 (3 atoms, 0 occurrences)
그럴 때 (2 atoms, 0 occurrences)
가지고 꺼지다 (2 atoms, 0 occurrences)
힘을 빼다 (2 atoms, 0 occurrences)
말할 나위 없다 (3 atoms, 0 occurrences)
물을 빼다 (3 atoms, 0 occurrences)
요리를 하다 (2 atoms, 0 occurrences)
생각이 없다 (2 atoms, 0 occurrences)
을 대로 (2 atoms, 0 occurrences)
견딜 수 없다 (3 atoms, 0 occurrences)
공항에 도착하다 (2 atoms, 0 occurrences)
면허를 따다 (2 atoms, 0 occurrences)
그 어디도 (2 atoms, 0 occurrences)
어려움을 겪다 (2 atoms, 0 occurrences)
인터넷에 접속하다 (2 atoms, 0 occurrences)
적자가 나다 (3 atoms, 0 occurrences)
같은 곳 (2 atoms, 0 occurrences)
불합격 통보를 받다 (3 atoms, 0 occurrences)
의혹을 품다 (3 atoms, 0 occurrences)
몇 번이고 (2 atoms, 0 occurrences)
입을 맞추다 (2 atoms, 0 occurrences)
음식을 차리다 (2 atoms, 0 occurrences)
속을 썩이다 (2 atoms, 0 occurrences)
일부러 그런 (2 atoms, 0 occurrences)
굳이 그런 (2 atoms, 0 occurrences)
길을 찾다 (2 atoms, 0 occurrences)
숨을 거두다 (2 atoms, 0 occurrences)
불이 나다 (2 atoms, 0 occurrences)
타든 걷든 (2 atoms, 0 occurrences)
눈에 차다 (2 atoms, 0 occurrences)
이제는 (2 atoms, 0 occurrences)
귀를 기울이다 (2 atoms, 0 occurrences)
그 이상 (2 atoms, 0 occurrences)
함부로 대고 (2 atoms, 0 occurrences)
물을 붓다 (3 atoms, 0 occurrences)
영화를보다 (3 atoms, 0 occurrences)
쓰지 마 (2 atoms, 0 occurrences)
최선을 다하다 (2 atoms, 0 occurrences)
열심히 공부하다 (2 atoms, 0 occurrences)
걱정을 하다 (2 atoms, 0 occurrences)
팔든 안 팔든 (3 atoms, 0 occurrences)
말썽을 피우다 (2 atoms, 0 occurrences)
심지어는 (2 atoms, 0 occurrences)
힘을 기울이다 (2 atoms, 0 occurrences)
돈을 돌려주다 (2 atoms, 0 occurrences)
관심을 갖다 (2 atoms, 0 occurrences)
다른 생각 (2 atoms, 0 occurrences)
그리 안 (2 atoms, 0 occurrences)
수술을 하다 (2 atoms, 0 occurrences)
프러포즈를 하다 (2 atoms, 0 occurrences)
의심을 품다 (2 atoms, 0 occurrences)
가야 되다 (2 atoms, 0 occurrences)
어제 같은 (2 atoms, 0 occurrences)
지 그래 (2 atoms, 0 occurrences)
별다른 게 (2 atoms, 0 occurrences)
돈이 부족하다 (2 atoms, 0 occurrences)
가지고 가다 (2 atoms, 0 occurrences)
몸을 던지다 (2 atoms, 0 occurrences)
내 것이다 (2 atoms, 0 occurrences)
더 나아가서 (2 atoms, 0 occurrences)
가슴이 뛰다 (2 atoms, 0 occurrences)
음식을 시키다 (2 atoms, 0 occurrences)
잘 되다 (2 atoms, 0 occurrences)
전학을 오다 (2 atoms, 0 occurrences)
가만있든 안 있든 (3 atoms, 0 occurrences)
숙취가 있다 (2 atoms, 0 occurrences)
ㄴ 바람에 (2 atoms, 0 occurrences)
화제에 오르다 (2 atoms, 0 occurrences)
비슷한 게 (2 atoms, 0 occurrences)
정을 떼다 (3 atoms, 0 occurrences)
무죄를 받다 (2 atoms, 0 occurrences)
차를 마시다 (2 atoms, 0 occurrences)
결혼식을 올리다 (3 atoms, 0 occurrences)
더 천천히 (2 atoms, 0 occurrences)
이익을 내다 (2 atoms, 0 occurrences)
에 대해서 (2 atoms, 0 occurrences)
근심을 하다 (3 atoms, 0 occurrences)
관계를 끊다 (3 atoms, 0 occurrences)
월세를 내다 (2 atoms, 0 occurrences)
일이 벌어지다 (2 atoms, 0 occurrences)
급하든 안 급하든 (3 atoms, 0 occurrences)
무슨 일이 있더라도 (3 atoms, 0 occurrences)
혼자 하다 (2 atoms, 0 occurrences)
결론적으로 말하면 (2 atoms, 0 occurrences)
생각이 들다 (2 atoms, 0 occurrences)
비밀번호를 바꾸다 (2 atoms, 0 occurrences)
봄이든 여름이든 (2 atoms, 0 occurrences)
입이 떡 벌어지다 (3 atoms, 0 occurrences)
알아서 하다 (2 atoms, 0 occurrences)
어떻게 라도 (3 atoms, 0 occurrences)
책임을 회피하다 (2 atoms, 0 occurrences)
옷을 입다 (2 atoms, 0 occurrences)
ㄹ까 싶어서 (2 atoms, 0 occurrences)
다른 소리 (2 atoms, 0 occurrences)
언제 어디서든 (2 atoms, 0 occurrences)
몸을 사리다 (2 atoms, 0 occurrences)
마음이 없다 (2 atoms, 0 occurrences)
클릭을 하다 (2 atoms, 0 occurrences)
복습을 하다 (2 atoms, 0 occurrences)
이것을 좀보다 (4 atoms, 0 occurrences)
상을 타다 (2 atoms, 0 occurrences)
저리 나가다 (2 atoms, 0 occurrences)
은 덕분에 (2 atoms, 0 occurrences)
철이 없다 (2 atoms, 0 occurrences)
거의 모두 (2 atoms, 0 occurrences)
먹든 안 먹든 (3 atoms, 0 occurrences)
술잔을 들다 (2 atoms, 0 occurrences)
오신 것을 (2 atoms, 0 occurrences)
그것보다는 (3 atoms, 0 occurrences)
점수를 따다 (2 atoms, 0 occurrences)
말을 해보다 (2 atoms, 0 occurrences)
면 지 (2 atoms, 0 occurrences)
그런 애를 (2 atoms, 0 occurrences)
영수증을 받다 (2 atoms, 0 occurrences)
하든 안 하든 (3 atoms, 0 occurrences)
흥정을 하다 (2 atoms, 0 occurrences)
그런 경우 (2 atoms, 0 occurrences)
안이든 밖이든 (2 atoms, 0 occurrences)
시험을 통과하다 (2 atoms, 0 occurrences)
경우에 따라서는 (2 atoms, 0 occurrences)
어느 곳이든지 (2 atoms, 0 occurrences)
ㄹ지는 (2 atoms, 0 occurrences)
자세히 보면 (2 atoms, 0 occurrences)
물건을 넣다 (2 atoms, 0 occurrences)
기회를 잡다 (2 atoms, 0 occurrences)
발을 구르다 (2 atoms, 0 occurrences)
행운을 잡다 (3 atoms, 0 occurrences)
눈이 내리다 (2 atoms, 0 occurrences)
사방에서 (2 atoms, 0 occurrences)
똑같은 게 (2 atoms, 0 occurrences)
요리를 만들다 (2 atoms, 0 occurrences)
머리를 말리다 (2 atoms, 0 occurrences)
오다보다 (3 atoms, 0 occurrences)
ㄴ지는 (2 atoms, 0 occurrences)
물건을 잡다 (2 atoms, 0 occurrences)
마음을 졸이다 (2 atoms, 0 occurrences)
ㄹ 테니까 (2 atoms, 0 occurrences)
볼륨을 낮추다 (2 atoms, 0 occurrences)
보다 크게 (2 atoms, 0 occurrences)
이런 일이 (3 atoms, 0 occurrences)
의견을 듣다 (2 atoms, 0 occurrences)
생각을 고치다 (2 atoms, 0 occurrences)
처음이든 마지막이든 (2 atoms, 0 occurrences)
거의 안 (2 atoms, 0 occurrences)
누나든 여동생이든 (2 atoms, 0 occurrences)
테니스를 치다 (2 atoms, 0 occurrences)
주유를 하다 (3 atoms, 0 occurrences)
밥상을 차리다 (3 atoms, 0 occurrences)
길을 열다 (2 atoms, 0 occurrences)
비밀이 새어나가다 (2 atoms, 0 occurrences)
정성을 들이다 (2 atoms, 0 occurrences)
을까하고 (3 atoms, 0 occurrences)
도서관에 가다 (2 atoms, 0 occurrences)
같은 생각 (2 atoms, 0 occurrences)
(으) ㄹ 수도 있다 (8 atoms, 0 occurrences)
상을 주다 (2 atoms, 0 occurrences)
마음을 돌리다 (2 atoms, 0 occurrences)
보험을 들다 (2 atoms, 0 occurrences)
운이 없다 (2 atoms, 0 occurrences)
결국은 (2 atoms, 0 occurrences)
쓰든 안 쓰든 (3 atoms, 0 occurrences)
질문을 하다 (2 atoms, 0 occurrences)
유학을 오다 (2 atoms, 0 occurrences)
목이 뻐근하다 (2 atoms, 0 occurrences)
공약을 내걸다 (2 atoms, 0 occurrences)
평일이든 주말이든 (2 atoms, 0 occurrences)
짜증을 내다 (2 atoms, 0 occurrences)
사랑을 받다 (2 atoms, 0 occurrences)
한국이든 외국이든 (2 atoms, 0 occurrences)
가슴에 새기다 (2 atoms, 0 occurrences)
친척집에 살다 (2 atoms, 0 occurrences)
또보다 (3 atoms, 0 occurrences)
주목을 끌다 (2 atoms, 0 occurrences)
기분이 나쁘다 (3 atoms, 0 occurrences)
문을 닫다 (3 atoms, 0 occurrences)
짜증이 나다 (2 atoms, 0 occurrences)
뉴스를보다 (3 atoms, 0 occurrences)
발을 들이다 (2 atoms, 0 occurrences)
더 얕게 (2 atoms, 0 occurrences)
하면 안 (2 atoms, 0 occurrences)
이보다는 (3 atoms, 0 occurrences)
놀라움을 금치 못하다 (3 atoms, 0 occurrences)
는 반면 (2 atoms, 0 occurrences)
마음이 들다 (2 atoms, 0 occurrences)
있다 + 잖아 (5 atoms, 0 occurrences)
더 나쁘게 (2 atoms, 0 occurrences)
눈에 안 차다 (3 atoms, 0 occurrences)
개 같은 새끼 (3 atoms, 0 occurrences)
열이 내리다 (2 atoms, 0 occurrences)
어떤 일 (2 atoms, 0 occurrences)
철이 들다 (2 atoms, 0 occurrences)
ㄴ 것 같다 (3 atoms, 0 occurrences)
저런 일을 (2 atoms, 0 occurrences)
어 버리다 (2 atoms, 0 occurrences)
기 전에 (2 atoms, 0 occurrences)
복이 있다 (2 atoms, 0 occurrences)
잡지를보다 (4 atoms, 0 occurrences)
성과를 올리다 (2 atoms, 0 occurrences)
은퇴를 하다 (2 atoms, 0 occurrences)
비가 오든 눈이 오든 (4 atoms, 0 occurrences)
말이 통하다 (2 atoms, 0 occurrences)
위안을 삼다 (2 atoms, 0 occurrences)
어깨를 펴다 (2 atoms, 0 occurrences)
수당을 받다 (3 atoms, 0 occurrences)
대출을 받다 (2 atoms, 0 occurrences)
아 / 어보다 (7 atoms, 0 occurrences)
일이 터지다 (2 atoms, 0 occurrences)
배상을 받다 (3 atoms, 0 occurrences)
도장을 찍다 (3 atoms, 0 occurrences)
의견이 일치하다 (2 atoms, 0 occurrences)
일이 풀리다 (2 atoms, 0 occurrences)
볼륨을 높이다 (2 atoms, 0 occurrences)
논쟁을 하다 (3 atoms, 0 occurrences)
훨씬 빨리 (2 atoms, 0 occurrences)
성공을 하다 (3 atoms, 0 occurrences)
충동 구매를 하다 (3 atoms, 0 occurrences)
마음을 빼앗기다 (2 atoms, 0 occurrences)
포장을 하다 (3 atoms, 0 occurrences)
필요하든 불필요하든 (2 atoms, 0 occurrences)
어떻게 생각하면 (2 atoms, 0 occurrences)
귀를 열다 (2 atoms, 0 occurrences)
일부분은 (2 atoms, 0 occurrences)
눈을 비비다 (2 atoms, 0 occurrences)
고 싶다 (2 atoms, 0 occurrences)
v-고 있다 (4 atoms, 0 occurrences)
어깨가 결리다 (3 atoms, 0 occurrences)
커피를 타다 (2 atoms, 0 occurrences)
바람을 쐬다 (2 atoms, 0 occurrences)
말을 걸다 (2 atoms, 0 occurrences)
에 따르면 (2 atoms, 0 occurrences)
배를 곯다 (2 atoms, 0 occurrences)
마음이 쓰이다 (2 atoms, 0 occurrences)
의 경우 (2 atoms, 0 occurrences)
사방에 (2 atoms, 0 occurrences)
입이 안 떨어지다 (3 atoms, 0 occurrences)
몇 번씩 (2 atoms, 0 occurrences)
지 않을까 (2 atoms, 0 occurrences)
돈이 남다 (2 atoms, 0 occurrences)
몸을 비비다 (2 atoms, 0 occurrences)
더 적게 (2 atoms, 0 occurrences)
은 척하다 (2 atoms, 0 occurrences)
전시회를 가다 (2 atoms, 0 occurrences)
의심을 하다 (2 atoms, 0 occurrences)
게 만들다 (2 atoms, 0 occurrences)
귀에 못이 박이다 (3 atoms, 0 occurrences)
산책을 하다 (2 atoms, 0 occurrences)
비슷하든 안 하든 (3 atoms, 0 occurrences)
제 잘못이 아니다 (3 atoms, 0 occurrences)
지 그랬어요 (2 atoms, 0 occurrences)
는 듯하다 (2 atoms, 0 occurrences)
피해를 입다 (2 atoms, 0 occurrences)
바람이 불다 (2 atoms, 0 occurrences)
이건 아니다 (2 atoms, 0 occurrences)
내려 주다 (2 atoms, 0 occurrences)
주식을 팔다 (2 atoms, 0 occurrences)
장난을 치다 (2 atoms, 0 occurrences)
상처를 주다 (2 atoms, 0 occurrences)
합격을 하다 (3 atoms, 0 occurrences)
더 나아가 (2 atoms, 0 occurrences)
좀처럼 못 (2 atoms, 0 occurrences)
기억에 남다 (2 atoms, 0 occurrences)
담배를 피우다 (2 atoms, 0 occurrences)
그럼 그렇지 (2 atoms, 0 occurrences)
보험을 타다 (2 atoms, 0 occurrences)
값어치를 하다 (2 atoms, 0 occurrences)
규칙을 지키다 (2 atoms, 0 occurrences)
당선이 되다 (2 atoms, 0 occurrences)
역으로 생각하면 (2 atoms, 0 occurrences)
이제 막 전에 (3 atoms, 0 occurrences)
의사든 환자든 (2 atoms, 0 occurrences)
음악을 틀다 (2 atoms, 0 occurrences)
그런 행동 (2 atoms, 0 occurrences)
마음을 열다 (2 atoms, 0 occurrences)
등에 업다 (2 atoms, 0 occurrences)
바람을 피우다 (2 atoms, 0 occurrences)
일손이 모자라다 (2 atoms, 0 occurrences)
와 달리 (2 atoms, 0 occurrences)
약속을 지키다 (2 atoms, 0 occurrences)
낯이 익다 (2 atoms, 0 occurrences)
벽을 넘다 (2 atoms, 0 occurrences)
어리든 나이 들었든 (3 atoms, 0 occurrences)
말을 잘 듣다 (3 atoms, 0 occurrences)
졸음이 오다 (2 atoms, 0 occurrences)
정이 가다 (2 atoms, 0 occurrences)
발목을 삐다 (2 atoms, 0 occurrences)
을까 싶어서 (2 atoms, 0 occurrences)
이리 내다 (2 atoms, 0 occurrences)
귓속말을 하다 (2 atoms, 0 occurrences)
화해를 하다 (2 atoms, 0 occurrences)
상처가 남다 (2 atoms, 0 occurrences)
약속을 미루다 (2 atoms, 0 occurrences)
날이 저물다 (2 atoms, 0 occurrences)
회의를 열다 (2 atoms, 0 occurrences)
직원을 채용하다 (2 atoms, 0 occurrences)
은 한 (2 atoms, 0 occurrences)
반품을 하다 (2 atoms, 0 occurrences)
고통을 받다 (2 atoms, 0 occurrences)
파산을 하다 (3 atoms, 0 occurrences)
몸을 맡기다 (2 atoms, 0 occurrences)
좀 작게 (2 atoms, 0 occurrences)
정이 떨어지다 (2 atoms, 0 occurrences)
법을 지키다 (2 atoms, 0 occurrences)
저런 경우 (2 atoms, 0 occurrences)
살을 빼다 (2 atoms, 0 occurrences)
-지 않다 (2 atoms, 0 occurrences)
실수를 인정하다 (2 atoms, 0 occurrences)
사업을 그만두다 (2 atoms, 0 occurrences)
일을 꾸미다 (2 atoms, 0 occurrences)
스키를 타다 (2 atoms, 0 occurrences)
운을 떼다 (2 atoms, 0 occurrences)
체크아웃을 하다 (2 atoms, 0 occurrences)
비를 맞다 (2 atoms, 0 occurrences)
좋지 않다 (2 atoms, 0 occurrences)
간이 떨어지다 (2 atoms, 0 occurrences)
그런 방식 (2 atoms, 0 occurrences)
그게 아니다 (2 atoms, 0 occurrences)
v-(으) ㄹ 것이다 (7 atoms, 0 occurrences)
그런 아이를 (2 atoms, 0 occurrences)
저리 꺼지다 (2 atoms, 0 occurrences)
둘, 셋 (3 atoms, 0 occurrences)
보다 적게 (2 atoms, 0 occurrences)
어느 날에 (2 atoms, 0 occurrences)
마음을 다하다 (2 atoms, 0 occurrences)
손톱을 깨물다 (2 atoms, 0 occurrences)
아보다 (3 atoms, 0 occurrences)
바로 저 (2 atoms, 0 occurrences)
마시든 안 마시든 (3 atoms, 0 occurrences)
훨씬 자주 (2 atoms, 0 occurrences)
은 반면에 (2 atoms, 0 occurrences)
추억이 되다 (2 atoms, 0 occurrences)
보험금을 받다 (3 atoms, 0 occurrences)
서점에 가다 (3 atoms, 0 occurrences)
일하든 안 하든 (3 atoms, 0 occurrences)
다른 게 (2 atoms, 0 occurrences)
자격증을 따다 (2 atoms, 0 occurrences)
시련에 부딪히다 (2 atoms, 0 occurrences)
지도 모르다 (2 atoms, 0 occurrences)
새것이든 헌것이든 (2 atoms, 0 occurrences)
신뢰를 잃다 (3 atoms, 0 occurrences)
ㄴ 탓에 (2 atoms, 0 occurrences)
일을 마치다 (2 atoms, 0 occurrences)
해보다 (3 atoms, 0 occurrences)
현금으로 계산하다 (2 atoms, 0 occurrences)
한순간에 (2 atoms, 0 occurrences)
권리를 침해하다 (2 atoms, 0 occurrences)
물건을 가져오다 (2 atoms, 0 occurrences)
뱃속이 검다 (2 atoms, 0 occurrences)
적금을 들다 (2 atoms, 0 occurrences)
수업을 받다 (2 atoms, 0 occurrences)
집행유예를 받다 (2 atoms, 0 occurrences)
ㄴ 길에 (2 atoms, 0 occurrences)
뭐라고 해야 (2 atoms, 0 occurrences)
회사를 경영하다 (2 atoms, 0 occurrences)
결코 안 (2 atoms, 0 occurrences)
대략적으로 보면 (2 atoms, 0 occurrences)
병이 나다 (2 atoms, 0 occurrences)
관심을 두다 (3 atoms, 0 occurrences)
시골로 가다 (2 atoms, 0 occurrences)
희망을 잃다 (2 atoms, 0 occurrences)
조금 이라도 (3 atoms, 0 occurrences)
고통을 겪다 (2 atoms, 0 occurrences)
밖에 못하다 (2 atoms, 0 occurrences)
아 가다 (2 atoms, 0 occurrences)
돈을 입금하다 (2 atoms, 0 occurrences)
기를 쓰다 (3 atoms, 0 occurrences)
기를 펴다 (3 atoms, 0 occurrences)
을 위해서 (2 atoms, 0 occurrences)
돼, 안 (3 atoms, 0 occurrences)
많아 봐야 (2 atoms, 0 occurrences)
신경을 쓰다 (2 atoms, 0 occurrences)
걱정되든 안 되든 (3 atoms, 0 occurrences)
돈을 돌려받다 (2 atoms, 0 occurrences)
미움을 사다 (2 atoms, 0 occurrences)
식당에 가다 (2 atoms, 0 occurrences)
감이 안 오다 (3 atoms, 0 occurrences)
앞이 보이다 (2 atoms, 0 occurrences)
접촉사고가 나다 (3 atoms, 0 occurrences)
저리 가다 (2 atoms, 0 occurrences)
화제가 되다 (2 atoms, 0 occurrences)
귀가 밝다 (2 atoms, 0 occurrences)
그 자리에서 (3 atoms, 0 occurrences)
전화를 끊다 (2 atoms, 0 occurrences)
해 주다 (2 atoms, 0 occurrences)
목숨을 바치다 (2 atoms, 0 occurrences)
순식간에 (2 atoms, 0 occurrences)
서류를 준비하다 (3 atoms, 0 occurrences)
몇 명씩 (2 atoms, 0 occurrences)
아무것도 없다 (2 atoms, 0 occurrences)
아무 때나 (2 atoms, 0 occurrences)
마음을 합치다 (2 atoms, 0 occurrences)
어서 오다 (2 atoms, 0 occurrences)
딱 맞아 (2 atoms, 0 occurrences)
상처를 입다 (2 atoms, 0 occurrences)
애를 먹다 (2 atoms, 0 occurrences)
재수를 하다 (2 atoms, 0 occurrences)
물의를 빚다 (2 atoms, 0 occurrences)
튼튼하든 약하든 (2 atoms, 0 occurrences)
점수를 받다 (2 atoms, 0 occurrences)
목숨을 건지다 (2 atoms, 0 occurrences)
한 가지는 (3 atoms, 0 occurrences)
한번보다 (3 atoms, 0 occurrences)
미워하든 안 하든 (3 atoms, 0 occurrences)
기준에 미달하다 (2 atoms, 0 occurrences)
기억이 나다 (2 atoms, 0 occurrences)
돈을 낭비하다 (2 atoms, 0 occurrences)
느낌이 오다 (2 atoms, 0 occurrences)
의견을 교환하다 (2 atoms, 0 occurrences)
전시회를 열다 (2 atoms, 0 occurrences)
달리 말해 (2 atoms, 0 occurrences)
그만 이야기하다 (2 atoms, 0 occurrences)
많이든 적게든 (2 atoms, 0 occurrences)
이메일을 보내다 (2 atoms, 0 occurrences)
휴가를 쓰다 (3 atoms, 0 occurrences)
일어나다 주다 (2 atoms, 0 occurrences)
뮤지컬을보다 (3 atoms, 0 occurrences)
