# Supertokens for Korean (4299 total, sorted by frequency)

고소를 당하다 (3 atoms, 0 occurrences)
옷을 갈아입다 (2 atoms, 0 occurrences)
밖에는 (3 atoms, 0 occurrences)
어느 걸 (2 atoms, 0 occurrences)
남편이든 아내든 (2 atoms, 0 occurrences)
전력을 기울이다 (2 atoms, 0 occurrences)
돈이 떨어지다 (2 atoms, 0 occurrences)
둘이든 셋이든 (2 atoms, 0 occurrences)
은지도 (2 atoms, 0 occurrences)
힘을 쏟다 (2 atoms, 0 occurrences)
힘을 쓰다 (2 atoms, 0 occurrences)
같이 하다 (2 atoms, 0 occurrences)
아까 전에 (2 atoms, 0 occurrences)
머리를 자르다 (2 atoms, 0 occurrences)
기회를 노리다 (2 atoms, 0 occurrences)
이런 상황 (2 atoms, 0 occurrences)
물건을 두고 오다 (3 atoms, 0 occurrences)
건배를 하다 (2 atoms, 0 occurrences)
사든 안 사든 (3 atoms, 0 occurrences)
에 걸쳐 (2 atoms, 0 occurrences)
벌을 받다 (2 atoms, 0 occurrences)
부담이 되다 (2 atoms, 0 occurrences)
자든 안 자든 (3 atoms, 0 occurrences)
뭐라고 할까 (2 atoms, 0 occurrences)
바뀌든 안 바뀌든 (3 atoms, 0 occurrences)
비록 그렇다 해도 (3 atoms, 0 occurrences)
사진을 찍어주다 (2 atoms, 0 occurrences)
머리를 굴리다 (2 atoms, 0 occurrences)
어 오다 (2 atoms, 0 occurrences)
언제부터 (2 atoms, 0 occurrences)
정신이 나다 (2 atoms, 0 occurrences)
마음에 남다 (2 atoms, 0 occurrences)
모험을 하다 (2 atoms, 0 occurrences)
피를 나누다 (2 atoms, 0 occurrences)
욕심을 부리다 (2 atoms, 0 occurrences)
한 번에 (3 atoms, 0 occurrences)
앞을보다 (3 atoms, 0 occurrences)
그러고 나서 (2 atoms, 0 occurrences)
을지도 모르다 (2 atoms, 0 occurrences)
한 걸음 더 (3 atoms, 0 occurrences)
으로 인해 (2 atoms, 0 occurrences)
일을 하다 (2 atoms, 0 occurrences)
청혼을 하다 (2 atoms, 0 occurrences)
탁구를 치다 (3 atoms, 0 occurrences)
다른 느낌 (2 atoms, 0 occurrences)
돼, 안 돼, 안 (6 atoms, 0 occurrences)
마음을 쓰다 (2 atoms, 0 occurrences)
뭐 지 (3 atoms, 0 occurrences)
병을 앓다 (3 atoms, 0 occurrences)
재수가 좋다 (3 atoms, 0 occurrences)
어떤 방법 (2 atoms, 0 occurrences)
살이 오르다 (2 atoms, 0 occurrences)
어떤 식 (2 atoms, 0 occurrences)
행복하든 불행하든 (2 atoms, 0 occurrences)
그 찰나에 (2 atoms, 0 occurrences)
압력을 넣다 (2 atoms, 0 occurrences)
상처가 덧나다 (2 atoms, 0 occurrences)
여행을 계획하다 (2 atoms, 0 occurrences)
키스를 하다 (3 atoms, 0 occurrences)
얼굴을 내밀다 (2 atoms, 0 occurrences)
차를 우리다 (2 atoms, 0 occurrences)
거라고 하다 (2 atoms, 0 occurrences)
바로 그 순간 (3 atoms, 0 occurrences)
드라마를보다 (3 atoms, 0 occurrences)
자격증을 취득하다 (2 atoms, 0 occurrences)
자리에 앉다 (2 atoms, 0 occurrences)
돈을 내다 (2 atoms, 0 occurrences)
간이 크다 (2 atoms, 0 occurrences)
어 있다 (2 atoms, 0 occurrences)
방을 잡다 (2 atoms, 0 occurrences)
에 대해 (2 atoms, 0 occurrences)
날이 새다 (2 atoms, 0 occurrences)
자유를 누리다 (2 atoms, 0 occurrences)
불이 붙다 (2 atoms, 0 occurrences)
보다 빨리 (2 atoms, 0 occurrences)
훨씬 많이 (2 atoms, 0 occurrences)
이기든 지든 (2 atoms, 0 occurrences)
가 안 (2 atoms, 0 occurrences)
싸움을 말리다 (3 atoms, 0 occurrences)
장학금을 받다 (2 atoms, 0 occurrences)
야단을 치다 (3 atoms, 0 occurrences)
지하철을 타다 (2 atoms, 0 occurrences)
일어나든 안 나든 (3 atoms, 0 occurrences)
마음에 담다 (2 atoms, 0 occurrences)
-(으) ㄹ 수도 있다 (9 atoms, 0 occurrences)
한숨이 나오다 (2 atoms, 0 occurrences)
기준을 정하다 (2 atoms, 0 occurrences)
싱긋 웃다 (2 atoms, 0 occurrences)
불합격을 하다 (3 atoms, 0 occurrences)
그 언제든 (2 atoms, 0 occurrences)
기가 죽다 (3 atoms, 0 occurrences)
일이 되다 (2 atoms, 0 occurrences)
번개가 치다 (2 atoms, 0 occurrences)
당구를 치다 (3 atoms, 0 occurrences)
다른 얘기 (2 atoms, 0 occurrences)
국을 뜨다 (2 atoms, 0 occurrences)
예 뭐 (2 atoms, 0 occurrences)
대개는 (2 atoms, 0 occurrences)
그럴 것이다 (2 atoms, 0 occurrences)
수저를 들다 (2 atoms, 0 occurrences)
시비가 붙다 (2 atoms, 0 occurrences)
밤새 공부하다 (2 atoms, 0 occurrences)
발목을 잡다 (2 atoms, 0 occurrences)
는 척하다 (2 atoms, 0 occurrences)
거의 없다 (2 atoms, 0 occurrences)
발언을 하다 (3 atoms, 0 occurrences)
유혹을 이기다 (2 atoms, 0 occurrences)
그것 마저 (3 atoms, 0 occurrences)
몸을 아끼다 (2 atoms, 0 occurrences)
돈을 쓰다 (2 atoms, 0 occurrences)
문턱이 낮다 (2 atoms, 0 occurrences)
아무것도 모르다 (2 atoms, 0 occurrences)
바로 그때 (2 atoms, 0 occurrences)
견디든 못 견디든 (3 atoms, 0 occurrences)
그럴 거예요 (2 atoms, 0 occurrences)
게임에 이기다 (2 atoms, 0 occurrences)
이곳저곳에서 (2 atoms, 0 occurrences)
가게를 닫다 (2 atoms, 0 occurrences)
얼마나 크게 (2 atoms, 0 occurrences)
전화가 통하다 (2 atoms, 0 occurrences)
가다 +-야 하다 (6 atoms, 0 occurrences)
에 관해 (2 atoms, 0 occurrences)
물건을 가져가다 (2 atoms, 0 occurrences)
고개를 숙이다 (3 atoms, 0 occurrences)
라디오를 켜다 (2 atoms, 0 occurrences)
주식이 오르다 (2 atoms, 0 occurrences)
몸무게가 늘다 (2 atoms, 0 occurrences)
신용을 얻다 (2 atoms, 0 occurrences)
말을 돌리다 (2 atoms, 0 occurrences)
어떤 것 (2 atoms, 0 occurrences)
살든 죽든 (2 atoms, 0 occurrences)
비록 더라도 (2 atoms, 0 occurrences)
그만 가다 (2 atoms, 0 occurrences)
시간이 지나다 (2 atoms, 0 occurrences)
꾸중을 듣다 (2 atoms, 0 occurrences)
욕구를 억제하다 (3 atoms, 0 occurrences)
신경을 끄다 (2 atoms, 0 occurrences)
몸이 으스스하다 (2 atoms, 0 occurrences)
시간이 흐르다 (2 atoms, 0 occurrences)
길어 봐야 (2 atoms, 0 occurrences)
명성을 잃다 (2 atoms, 0 occurrences)
얼마나 천천히 (2 atoms, 0 occurrences)
공부를 마치다 (2 atoms, 0 occurrences)
룸메이트와 살다 (2 atoms, 0 occurrences)
해가 떨어지다 (3 atoms, 0 occurrences)
해가 뜨다 (3 atoms, 0 occurrences)
연을 끊다 (2 atoms, 0 occurrences)
그러면 안 되다 (3 atoms, 0 occurrences)
날인을 하다 (3 atoms, 0 occurrences)
그런 녀석을 (2 atoms, 0 occurrences)
얼굴을 붉히다 (2 atoms, 0 occurrences)
같은 느낌 (2 atoms, 0 occurrences)
마음을 놓다 (2 atoms, 0 occurrences)
양말을 벗다 (2 atoms, 0 occurrences)
속이 보이다 (2 atoms, 0 occurrences)
몇 번지에 (3 atoms, 0 occurrences)
아이를 키우다 (2 atoms, 0 occurrences)
시험을 치다 (2 atoms, 0 occurrences)
재회를 하다 (2 atoms, 0 occurrences)
좋아 보이다 (2 atoms, 0 occurrences)
내일보다 (3 atoms, 0 occurrences)
여러 가지로 (2 atoms, 0 occurrences)
속이 상하다 (2 atoms, 0 occurrences)
교환을 하다 (3 atoms, 0 occurrences)
문제를 해결하다 (3 atoms, 0 occurrences)
수고를 끼치다 (2 atoms, 0 occurrences)
일을 만들다 (2 atoms, 0 occurrences)
시간을 끌다 (2 atoms, 0 occurrences)
발언권을 얻다 (3 atoms, 0 occurrences)
ㄹ 정도로 (2 atoms, 0 occurrences)
사고를 당하다 (2 atoms, 0 occurrences)
야망을 이루다 (2 atoms, 0 occurrences)
열매를 맺다 (2 atoms, 0 occurrences)
입을 벌리다 (2 atoms, 0 occurrences)
돈을 날리다 (2 atoms, 0 occurrences)
라디오를 끄다 (2 atoms, 0 occurrences)
뒷담화를 하다 (2 atoms, 0 occurrences)
회사가 부도나다 (2 atoms, 0 occurrences)
잠깐 사이에 (3 atoms, 0 occurrences)
시험에 떨어지다 (2 atoms, 0 occurrences)
어느 곳으로 (3 atoms, 0 occurrences)
유혹에 넘어가다 (2 atoms, 0 occurrences)
한시도 안 (2 atoms, 0 occurrences)
시간을 벌다 (2 atoms, 0 occurrences)
논쟁을 벌이다 (3 atoms, 0 occurrences)
그대로 멈추다 (2 atoms, 0 occurrences)
발을 빼다 (2 atoms, 0 occurrences)
물건을 돌려주다 (2 atoms, 0 occurrences)
졸음을 쫓다 (2 atoms, 0 occurrences)
비싸든 싸든 (2 atoms, 0 occurrences)
안 되다 (2 atoms, 0 occurrences)
눈물을 글썽이다 (3 atoms, 0 occurrences)
그것 마저도 (4 atoms, 0 occurrences)
그것 조차 (3 atoms, 0 occurrences)
보다 자주 (2 atoms, 0 occurrences)
기다리다보다 (3 atoms, 0 occurrences)
발을 끊다 (2 atoms, 0 occurrences)
선택을 하다 (3 atoms, 0 occurrences)
는 반면에 (2 atoms, 0 occurrences)
그런 태도 (2 atoms, 0 occurrences)
시간이 가다 (2 atoms, 0 occurrences)
한계에 부딪히다 (2 atoms, 0 occurrences)
마음에 새기다 (2 atoms, 0 occurrences)
하숙을 하다 (2 atoms, 0 occurrences)
잊을 수 없다 (3 atoms, 0 occurrences)
돈이 들다 (2 atoms, 0 occurrences)
설사 더라도 (2 atoms, 0 occurrences)
전화가 끊기다 (2 atoms, 0 occurrences)
통화가 되다 (2 atoms, 0 occurrences)
같은 얘기 (2 atoms, 0 occurrences)
이별을 고하다 (2 atoms, 0 occurrences)
몇 학년 (2 atoms, 0 occurrences)
에 비추어 볼 때 (4 atoms, 0 occurrences)
투기를 하다 (3 atoms, 0 occurrences)
어야 하다 (2 atoms, 0 occurrences)
그리 못 (2 atoms, 0 occurrences)
타향살이를 하다 (2 atoms, 0 occurrences)
ㄹ 줄 모르다 (3 atoms, 0 occurrences)
기 시작하다 (2 atoms, 0 occurrences)
수확을 거두다 (2 atoms, 0 occurrences)
성공을 거두다 (3 atoms, 0 occurrences)
밥상을 받다 (3 atoms, 0 occurrences)
비록 지만 (2 atoms, 0 occurrences)
불을 내다 (2 atoms, 0 occurrences)
전세를 살다 (2 atoms, 0 occurrences)
신경질을 내다 (2 atoms, 0 occurrences)
이곳저곳에 (2 atoms, 0 occurrences)
그 무엇도 (3 atoms, 0 occurrences)
그 언제 (2 atoms, 0 occurrences)
운동을 그만두다 (2 atoms, 0 occurrences)
장사를 하다 (2 atoms, 0 occurrences)
신고를 하다 (3 atoms, 0 occurrences)
기는 커녕 (4 atoms, 0 occurrences)
가을이든 겨울이든 (2 atoms, 0 occurrences)
차를 타다 (2 atoms, 0 occurrences)
멋진 걸 (2 atoms, 0 occurrences)
신분증을 만들다 (2 atoms, 0 occurrences)
전력을 다하다 (2 atoms, 0 occurrences)
어디보다 (2 atoms, 0 occurrences)
눈을 맞다 (2 atoms, 0 occurrences)
암기를 하다 (3 atoms, 0 occurrences)
싫든 좋든 (2 atoms, 0 occurrences)
답을 구하다 (2 atoms, 0 occurrences)
의무를 저버리다 (2 atoms, 0 occurrences)
도저히 안 (2 atoms, 0 occurrences)
아직 아니다 (2 atoms, 0 occurrences)
질투가 나다 (3 atoms, 0 occurrences)
비밀을 지키다 (2 atoms, 0 occurrences)
진급이 되다 (2 atoms, 0 occurrences)
약속을 잡다 (2 atoms, 0 occurrences)
얼마 안 있어서 (3 atoms, 0 occurrences)
책장을 넘기다 (3 atoms, 0 occurrences)
느낌이 들다 (2 atoms, 0 occurrences)
노래를 부르다 (2 atoms, 0 occurrences)
머리가 복잡하다 (2 atoms, 0 occurrences)
한계를 정하다 (2 atoms, 0 occurrences)
게임에 지다 (2 atoms, 0 occurrences)
아 놓다 (2 atoms, 0 occurrences)
다가 다가 (2 atoms, 0 occurrences)
말하든 안 말하든 (3 atoms, 0 occurrences)
그런 생각 (2 atoms, 0 occurrences)
위하여를 외치다 (2 atoms, 0 occurrences)
눈물이 나다 (3 atoms, 0 occurrences)
독립을 선언하다 (2 atoms, 0 occurrences)
회의를 하다 (2 atoms, 0 occurrences)
아 진짜 (2 atoms, 0 occurrences)
ㄹ 듯하다 (2 atoms, 0 occurrences)
배상을 하다 (3 atoms, 0 occurrences)
이거보다 (3 atoms, 0 occurrences)
재판에서 이기다 (3 atoms, 0 occurrences)
ㄹ까 봐 (2 atoms, 0 occurrences)
미팅을 하다 (2 atoms, 0 occurrences)
물건을 고르다 (2 atoms, 0 occurrences)
못 하다 (2 atoms, 0 occurrences)
울음을 그치다 (2 atoms, 0 occurrences)
직원을 뽑다 (2 atoms, 0 occurrences)
지 모르겠다 (2 atoms, 0 occurrences)
머리를 맞대다 (2 atoms, 0 occurrences)
숨통이 트이다 (2 atoms, 0 occurrences)
어느 곳 (2 atoms, 0 occurrences)
찾다 + 있다 (3 atoms, 0 occurrences)
마음이 아프다 (2 atoms, 0 occurrences)
구체적으로 말하면 (2 atoms, 0 occurrences)
으려고 하다 (2 atoms, 0 occurrences)
더 낮게 (2 atoms, 0 occurrences)
요가를 하다 (2 atoms, 0 occurrences)
물건을 건네다 (2 atoms, 0 occurrences)
결단을 내리다 (3 atoms, 0 occurrences)
재혼을 하다 (2 atoms, 0 occurrences)
값을 하다 (2 atoms, 0 occurrences)
감독, 작가 (3 atoms, 0 occurrences)
책을보다 (3 atoms, 0 occurrences)
그대로든 아니든 (2 atoms, 0 occurrences)
금방 전에 (2 atoms, 0 occurrences)
치고서는 (2 atoms, 0 occurrences)
허가를 내다 (2 atoms, 0 occurrences)
힘을 기르다 (2 atoms, 0 occurrences)
여행을 가다 (2 atoms, 0 occurrences)
음식을 포장하다 (2 atoms, 0 occurrences)
입든 안 입든 (3 atoms, 0 occurrences)
세 마디로 말하면 (3 atoms, 0 occurrences)
한편으로는 (3 atoms, 0 occurrences)
복직을 하다 (2 atoms, 0 occurrences)
욕구를 충족시키다 (3 atoms, 0 occurrences)
아야 되다 (2 atoms, 0 occurrences)
아래를보다 (3 atoms, 0 occurrences)
결심을 굳히다 (2 atoms, 0 occurrences)
그 누구든 (2 atoms, 0 occurrences)
답을 찾다 (2 atoms, 0 occurrences)
책을 사다 (2 atoms, 0 occurrences)
될 수 있으면 (3 atoms, 0 occurrences)
얼마나 적게 (2 atoms, 0 occurrences)
고민이 되다 (2 atoms, 0 occurrences)
전부든 일부든 (2 atoms, 0 occurrences)
거의 못 (2 atoms, 0 occurrences)
곤 하다 (2 atoms, 0 occurrences)
날을 새다 (2 atoms, 0 occurrences)
고백을 받다 (2 atoms, 0 occurrences)
돈이 안 되다 (3 atoms, 0 occurrences)
새롭든 낡든 (2 atoms, 0 occurrences)
기억을 더듬다 (2 atoms, 0 occurrences)
마음을 바꾸다 (2 atoms, 0 occurrences)
결심을 하다 (2 atoms, 0 occurrences)
물건을 풀다 (2 atoms, 0 occurrences)
ㄴ 중이 다 (5 atoms, 0 occurrences)
효과가 나타나다 (2 atoms, 0 occurrences)
가슴을 치다 (2 atoms, 0 occurrences)
좀 가끔 (2 atoms, 0 occurrences)
자 여기 (2 atoms, 0 occurrences)
돈을 빌리다 (2 atoms, 0 occurrences)
관계를 맺다 (3 atoms, 0 occurrences)
설명을 듣다 (2 atoms, 0 occurrences)
잠에 들다 (2 atoms, 0 occurrences)
ㄹ 수 있다 (3 atoms, 0 occurrences)
주민등록증을 만들다 (2 atoms, 0 occurrences)
왜 그런가 (2 atoms, 0 occurrences)
결국에는 (3 atoms, 0 occurrences)
머리에 안 들어오다 (3 atoms, 0 occurrences)
그런 애 (2 atoms, 0 occurrences)
인기를 끌다 (2 atoms, 0 occurrences)
오 제발 (2 atoms, 0 occurrences)
신분증을 제시하다 (2 atoms, 0 occurrences)
줄 알다 (2 atoms, 0 occurrences)
절대 V-지 않다 (5 atoms, 0 occurrences)
충동을 억제하다 (3 atoms, 0 occurrences)
벌을 주다 (2 atoms, 0 occurrences)
필요한 경우 (2 atoms, 0 occurrences)
쇼핑을 가다 (2 atoms, 0 occurrences)
달이 지다 (2 atoms, 0 occurrences)
문을 열다 (2 atoms, 0 occurrences)
아픔을 딛다 (2 atoms, 0 occurrences)
ㄹ 만하다 (2 atoms, 0 occurrences)
잠깐 동안 (2 atoms, 0 occurrences)
직원을 자르다 (2 atoms, 0 occurrences)
장학금을 타다 (2 atoms, 0 occurrences)
아무 것 (2 atoms, 0 occurrences)
빚을 지다 (2 atoms, 0 occurrences)
믿음을 주다 (2 atoms, 0 occurrences)
방금 전에 (2 atoms, 0 occurrences)
실소를 금치 못하다 (3 atoms, 0 occurrences)
모레 같은 (2 atoms, 0 occurrences)
기차를 갈아타다 (2 atoms, 0 occurrences)
충돌사고가 나다 (3 atoms, 0 occurrences)
은퇴 생활을 하다 (3 atoms, 0 occurrences)
공을 들이다 (2 atoms, 0 occurrences)
이봐 형 (2 atoms, 0 occurrences)
모험을 떠나다 (2 atoms, 0 occurrences)
속을 모르다 (2 atoms, 0 occurrences)
산을 오르다 (2 atoms, 0 occurrences)
당연히 그렇다 (2 atoms, 0 occurrences)
사업을 하다 (2 atoms, 0 occurrences)
면접을 받다 (2 atoms, 0 occurrences)
기억하든 못하든 (2 atoms, 0 occurrences)
전반적으로 보면 (2 atoms, 0 occurrences)
으면 될수록 (2 atoms, 0 occurrences)
비밀을 털어놓다 (2 atoms, 0 occurrences)
멀든 가깝든 (2 atoms, 0 occurrences)
노력을 기울이다 (2 atoms, 0 occurrences)
그거 봐 (2 atoms, 0 occurrences)
바꿔 말하면 (2 atoms, 0 occurrences)
기로 결정하다 (2 atoms, 0 occurrences)
물건을 찾다 (2 atoms, 0 occurrences)
저럴 때는 (2 atoms, 0 occurrences)
수도 없이 (2 atoms, 0 occurrences)
지 그래요 (2 atoms, 0 occurrences)
잠이 안 오다 (3 atoms, 0 occurrences)
예, 뭐 (3 atoms, 0 occurrences)
버스를 타다 (3 atoms, 0 occurrences)
공연을보다 (3 atoms, 0 occurrences)
예의가 없다 (2 atoms, 0 occurrences)
공약을 지키다 (2 atoms, 0 occurrences)
춤을 추다 (2 atoms, 0 occurrences)
아무렇게나 해도 (2 atoms, 0 occurrences)
머리가 크다 (2 atoms, 0 occurrences)
살이 빠지다 (2 atoms, 0 occurrences)
등을 떠밀다 (3 atoms, 0 occurrences)
문제를 일으키다 (3 atoms, 0 occurrences)
세차를 하다 (2 atoms, 0 occurrences)
빚을 청산하다 (2 atoms, 0 occurrences)
천천히 하든 빨리 하든 (4 atoms, 0 occurrences)
안 돼, 안 돼, 안 (7 atoms, 0 occurrences)
날을 새우다 (2 atoms, 0 occurrences)
음식이 나오다 (3 atoms, 0 occurrences)
문제 없다 (2 atoms, 0 occurrences)
형무소에 가다 (2 atoms, 0 occurrences)
하지 않다 (2 atoms, 0 occurrences)
택시를 잡다 (3 atoms, 0 occurrences)
피를 흘리다 (2 atoms, 0 occurrences)
재우러 가다 (2 atoms, 0 occurrences)
아이디를 만들다 (2 atoms, 0 occurrences)
돈이 모자라다 (2 atoms, 0 occurrences)
종합적으로 보면 (2 atoms, 0 occurrences)
시험에 들다 (2 atoms, 0 occurrences)
포부를 품다 (3 atoms, 0 occurrences)
어떤 사람을 (2 atoms, 0 occurrences)
뒤를 밟다 (2 atoms, 0 occurrences)
모자를 벗다 (3 atoms, 0 occurrences)
투표를 받다 (2 atoms, 0 occurrences)
다시 한 (2 atoms, 0 occurrences)
속이 빤히 보이다 (3 atoms, 0 occurrences)
물건을 받다 (2 atoms, 0 occurrences)
을 적이 있다 (3 atoms, 0 occurrences)
사업을 확장하다 (2 atoms, 0 occurrences)
효과가 있다 (2 atoms, 0 occurrences)
이해하든 못하든 (2 atoms, 0 occurrences)
1등을 하다 (2 atoms, 0 occurrences)
씩 웃다 (2 atoms, 0 occurrences)
이를 악물다 (2 atoms, 0 occurrences)
휴가를 내다 (2 atoms, 0 occurrences)
정책을 시행하다 (2 atoms, 0 occurrences)
술을 깨다 (2 atoms, 0 occurrences)
기는 커녕 (2 atoms, 0 occurrences)
곤란에 빠지다 (2 atoms, 0 occurrences)
차를 몰다 (2 atoms, 0 occurrences)
상황에 따라서는 (2 atoms, 0 occurrences)
수업을 하다 (2 atoms, 0 occurrences)
재판에서 지다 (3 atoms, 0 occurrences)
압박을 가하다 (3 atoms, 0 occurrences)
다른 일 (2 atoms, 0 occurrences)
비행기표를 사다 (2 atoms, 0 occurrences)
다른 때 (2 atoms, 0 occurrences)
말을 아끼다 (2 atoms, 0 occurrences)
운을 띄우다 (3 atoms, 0 occurrences)
낮이든 밤이든 (2 atoms, 0 occurrences)
말을 안 듣다 (3 atoms, 0 occurrences)
운이 나쁘다 (2 atoms, 0 occurrences)
손이 작다 (2 atoms, 0 occurrences)
보다 작게 (2 atoms, 0 occurrences)
몇 명 쯤 (4 atoms, 0 occurrences)
신청을 하다 (3 atoms, 0 occurrences)
딱 기다리다 (2 atoms, 0 occurrences)
ㄹ 만큼 (2 atoms, 0 occurrences)
나가 주다 (2 atoms, 0 occurrences)
몸이 나른하다 (2 atoms, 0 occurrences)
값이 나가다 (2 atoms, 0 occurrences)
수업에 들어가다 (2 atoms, 0 occurrences)
보람을 느끼다 (2 atoms, 0 occurrences)
어느 정도로 (2 atoms, 0 occurrences)
격려를 받다 (2 atoms, 0 occurrences)
날이 가다 (2 atoms, 0 occurrences)
그래 그렇게 (2 atoms, 0 occurrences)
기운을 차리다 (2 atoms, 0 occurrences)
비자를 받다 (3 atoms, 0 occurrences)
운전면허를 따다 (2 atoms, 0 occurrences)
아무런 것도 (2 atoms, 0 occurrences)
길을 묻다 (2 atoms, 0 occurrences)
바람이 불든 안 불든 (4 atoms, 0 occurrences)
아무 데도 안 (3 atoms, 0 occurrences)
짐을 나르다 (3 atoms, 0 occurrences)
뭐가 어떻든 (2 atoms, 0 occurrences)
돈이 생기다 (2 atoms, 0 occurrences)
일이 틀어지다 (2 atoms, 0 occurrences)
신경 쓰지 (2 atoms, 0 occurrences)
시끄럽든 조용하든 (2 atoms, 0 occurrences)
이 /가 필요하다 (5 atoms, 0 occurrences)
입이 벌어지다 (2 atoms, 0 occurrences)
재수가 없다 (3 atoms, 0 occurrences)
꿈에도 생각 못하다 (3 atoms, 0 occurrences)
더 넓게 (2 atoms, 0 occurrences)
유죄를 받다 (2 atoms, 0 occurrences)
종합해 보면 (2 atoms, 0 occurrences)
정성을 다하다 (2 atoms, 0 occurrences)
기 쉽다 (2 atoms, 0 occurrences)
어쩌면 좋다 (2 atoms, 0 occurrences)
에 비해서 (2 atoms, 0 occurrences)
여기든 저기든 (2 atoms, 0 occurrences)
벽에 부딪히다 (2 atoms, 0 occurrences)
과같이 (3 atoms, 0 occurrences)
얼른 얼른 (2 atoms, 0 occurrences)
신발을 벗다 (2 atoms, 0 occurrences)
는 중이다 (2 atoms, 0 occurrences)
다리를 떨다 (2 atoms, 0 occurrences)
는 체하다 (2 atoms, 0 occurrences)
이것 마저 (3 atoms, 0 occurrences)
한꺼번에 다 (2 atoms, 0 occurrences)
구태여 그런 (2 atoms, 0 occurrences)
ㄹ 때마다 (2 atoms, 0 occurrences)
직장을 다니다 (2 atoms, 0 occurrences)
을까 봐 (2 atoms, 0 occurrences)
물이 들다 (3 atoms, 0 occurrences)
고통이 따르다 (2 atoms, 0 occurrences)
이제는 아니다 (2 atoms, 0 occurrences)
이메일을 받다 (2 atoms, 0 occurrences)
어떻게 알다 (2 atoms, 0 occurrences)
연을 맺다 (2 atoms, 0 occurrences)
피가 식다 (3 atoms, 0 occurrences)
선물을 고르다 (2 atoms, 0 occurrences)
압력을 가하다 (2 atoms, 0 occurrences)
울음을 터뜨리다 (2 atoms, 0 occurrences)
귀를 막다 (2 atoms, 0 occurrences)
보다 천천히 (2 atoms, 0 occurrences)
충동을 느끼다 (3 atoms, 0 occurrences)
아무 때나 와도 (3 atoms, 0 occurrences)
는 탓에 (2 atoms, 0 occurrences)
분을 바르다 (3 atoms, 0 occurrences)
서두르든 안 서두르든 (3 atoms, 0 occurrences)
눈치를 채다 (2 atoms, 0 occurrences)
그렇게 되다 (2 atoms, 0 occurrences)
목이 쉬다 (2 atoms, 0 occurrences)
시련을 겪다 (2 atoms, 0 occurrences)
은 통에 (2 atoms, 0 occurrences)
틈이 나는 대로 (3 atoms, 0 occurrences)
바람을 맞다 (2 atoms, 0 occurrences)
온몸이 쑤시다 (2 atoms, 0 occurrences)
한 발짝 더 (3 atoms, 0 occurrences)
영향을 미치다 (2 atoms, 0 occurrences)
긴장되든 편안하든 (2 atoms, 0 occurrences)
말도 안 되다 (3 atoms, 0 occurrences)
피로가 쌓이다 (2 atoms, 0 occurrences)
인기가 없다 (3 atoms, 0 occurrences)
대출을 갚다 (2 atoms, 0 occurrences)
이렇게 저렇게 (2 atoms, 0 occurrences)
-지 말다 (2 atoms, 0 occurrences)
외도를 하다 (3 atoms, 0 occurrences)
돈을 송금하다 (2 atoms, 0 occurrences)
시간을 내다 (2 atoms, 0 occurrences)
그만 부르다 (2 atoms, 0 occurrences)
말하다보다 (3 atoms, 0 occurrences)
출근을 하다 (2 atoms, 0 occurrences)
카드로 계산하다 (2 atoms, 0 occurrences)
화풀이를 하다 (2 atoms, 0 occurrences)
설사 그렇다 해도 (3 atoms, 0 occurrences)
보너스를 받다 (2 atoms, 0 occurrences)
뭐가 어쨌든 (2 atoms, 0 occurrences)
과 달리 (2 atoms, 0 occurrences)
등을 토닥이다 (3 atoms, 0 occurrences)
을 커녕 (2 atoms, 0 occurrences)
얼마 전 (2 atoms, 0 occurrences)
신경을 건드리다 (2 atoms, 0 occurrences)
볼링을 치다 (2 atoms, 0 occurrences)
눈이 맞다 (2 atoms, 0 occurrences)
노래를 듣다 (2 atoms, 0 occurrences)
가령 그렇다면 (2 atoms, 0 occurrences)
헤어지든 안 헤어지든 (3 atoms, 0 occurrences)
채널을 돌리다 (2 atoms, 0 occurrences)
에 비해 (2 atoms, 0 occurrences)
귀를 잡아당기다 (2 atoms, 0 occurrences)
같은 일 (2 atoms, 0 occurrences)
같은 때 (2 atoms, 0 occurrences)
정신이 팔리다 (2 atoms, 0 occurrences)
화재를 내다 (2 atoms, 0 occurrences)
아무리 아도 (2 atoms, 0 occurrences)
화장을 지우다 (2 atoms, 0 occurrences)
판단을 하다 (3 atoms, 0 occurrences)
불륜을 저지르다 (3 atoms, 0 occurrences)
게임을 하다 (3 atoms, 0 occurrences)
등수를 매기다 (3 atoms, 0 occurrences)
거짓말을 하다 (2 atoms, 0 occurrences)
도 발 (3 atoms, 0 occurrences)
위안을 주다 (2 atoms, 0 occurrences)
계약을 연장하다 (3 atoms, 0 occurrences)
말이 맞다 (2 atoms, 0 occurrences)
이것 조차 (3 atoms, 0 occurrences)
물건을 들다 (2 atoms, 0 occurrences)
몇 시간 씩 (4 atoms, 0 occurrences)
몇 주일 (2 atoms, 0 occurrences)
돈을 갚다 (2 atoms, 0 occurrences)
ㄹ /을 수도 있다 (7 atoms, 0 occurrences)
수고를 하다 (3 atoms, 0 occurrences)
결과적으로 보면 (2 atoms, 0 occurrences)
로그아웃을 하다 (2 atoms, 0 occurrences)
별거를 하다 (2 atoms, 0 occurrences)
다른 날 (2 atoms, 0 occurrences)
그런 게 (2 atoms, 0 occurrences)
좋아하든 싫어하든 (2 atoms, 0 occurrences)
