ABC순	ABC	순
작은어머니	작은	어머니
작은엄마	작은	엄마
작은외삼촌	작은	외삼촌
작은외숙모	작은	외숙모
작은윗수염박쥐	작은	윗수염박쥐
작은창자	작은	창자
작은창자암	작은창자	암
작음	작다	음
작작	작	작
작작거리다	작작	거리다
작작대다	작작	대다
작전하다	한자 作戰.	하다
작품화하다	한자 作品化.	하다
잔가시고기	잔	가시고기
잔글	잔	글
잔기침	잔	기침
잔꾀	잔	꾀
잔돈	잔	돈
잔득거리다	잔득	거리다
잔득대다	잔득	대다
잔디밭	잔디	밭
잔말	잔	말
잔멸하다	잔멸	하다
잔물결	잔	물결
잔병치레	잔	병	치레
잔뿌리	잔	뿌리
잔소리	잔	소리
잔소리하다	잔소리	하다
잔심부름	잔	심부름
잔악하다	잔악	하다
잔인하다	잔인	하다
잔점박이물범	잔	점박이물범
잔존하다	잔존	하다
잔지러뜨리다	잔지러	뜨리다
잔지러트리다	잔지러	트리다
잔치판	잔치	판
잔칫날	잔치	ㅅ	날
잔칫상	잔치	ㅅ	상
잔칫집	잔치	ㅅ	집
잔털	잔	털
잗갈다	잗	갈다
잘가닥거리다	잘가닥	거리다
잘가닥대다	잘가닥	대다
잘가닥잘가닥	잘가닥	잘가닥
잘가당거리다	잘가당	거리다
잘가당대다	잘가당	대다
잘각거리다	잘각	거리다
잘각대다	잘각	대다
잘각이다	잘각	이다
잘각잘각	잘각	잘각
잘강거리다	잘강	거리다
잘강대다	잘강	대다
잘강이다	잘강	이다
잘그락거리다	잘그락	거리다
잘그락대다	잘그락	대다
잘그랑거리다	잘그랑	거리다
잘그랑대다	잘그랑	대다
잘근거리다	잘근	거리다
잘근대다	잘근	대다
잘금거리다	잘금	거리다
잘금대다	잘금	대다
잘까닥거리다	잘까닥	거리다
잘까닥대다	잘까닥	대다
잘깍거리다	잘깍	거리다
잘깍대다	잘깍	대다
잘깍이다	잘깍	이다
잘나다	잘	나다
잘난	잘나다	ㄴ
잘남	잘나다	ㅁ
잘되다	잘	되다
잘똑거리다	잘똑	거리다
잘똑대다	잘똑	대다
잘랑거리다	잘랑	거리다
잘랑대다	잘랑	대다
잘록거리다	잘록	거리다
잘록대다	잘록	대다
잘름거리다	잘름	거리다
잘름대다	잘름	대다
잘못	잘	못
잘못되다	잘못	되다
잘못하다	잘못	하다
잘바닥거리다	잘바닥	거리다
잘바닥대다	잘바닥	대다
잘바당거리다	잘바당	거리다
잘바당대다	잘바당	대다
잘박거리다	잘박	거리다
잘박대다	잘박	대다
잘방거리다	잘방	거리다
잘방대다	잘방	대다
잘빠진	잘빠지다	ㄴ
잘빠짐	잘빠지다	ㅁ
잘생기다	잘	생기다
잘생긴	잘생기다	ㄴ
잘생김	잘생기다	ㅁ
잘싸닥거리다	잘싸닥	거리다
잘싸닥대다	잘싸닥	대다
잘싹거리다	잘싹	거리다
잘싹대다	잘싹	대다
잘쏙거리다	잘쏙	거리다
잘쏙대다	잘쏙	대다
잘잘거리다	잘잘	거리다
잘잘대다	잘잘	대다
잘잘못	잘	잘못
잘카닥거리다	잘카닥	거리다
잘카닥대다	잘카닥	대다
잘칵거리다	잘칵	거리다
잘칵대다	잘칵	대다
잘파닥거리다	잘파닥	거리다
잘파닥대다	잘파닥	대다
잘팍거리다	잘팍	거리다
잘팍대다	잘팍	대다
잘하다	잘	하다
잠	자	ㅁ
잠결	잠	ㅅ	결
잠금장치	잠금	장치
잠깐만	잠깐	만
잠꾸러기	잠	꾸러기
잠닉하다	잠닉	하다
잠들다	잠	들다
잠방거리다	잠방	거리다
잠방대다	잠방	대다
잠버릇	잠	버릇
잠보	잠	보
잠복 고환	잠복	고환
잠수복	잠수	복
잠수하다	잠수	하다
잠수함	잠수	함
잠식당하다	한자 蠶食.	당하다
잠식하다	한자 蠶食.	하다
잠옷	잠	옷
잠이 들다	잠	들다
잠입하다	한자 潛入.	하다
잠자다	잠	자다
잠자리	잠	자리
잠자리비행기	잠자리	비행기
잠잠우물	زَمْزَم	우물
잠정적	잠정	적
잠행하다	잠행	하다
잡개	잡—	개
잡것	잡	것
잡곡밥	잡곡	밥
잡귀신	잡	귀신
잡년	잡	년
잡놈	잡	놈
잡담하다	잡담	하다
잡소리	잡	소리
잡스럽다	잡	스럽다
잡아가다	잡다	가다
잡아당기다	잡다	당기다
잡아먹다	잡다	먹다
잡탕밥	한자 雜湯.	밥
잡티	한자 雜.	티
잣가루	잣	가루
잣나무	잣	나무
잣죽	잣	죽
장군석	장군	석
장군풀	장군	풀
장기 자랑	장기	자랑
장기적	장기	적
장난감	장난	ㅅ	감
장난꾸러기	장난	꾸러기
장님	杖	님
장님거미	장님	거미
장다리물떼새	장	다리	물떼새
장담하다	장담	하다
장대높이뛰기	장대	높이뛰기
장대높이뛰기 선수	장대높이뛰기	선수
장대비	장대	비
장독	장	ㅅ	독
장땡	장	땡
장례식	장례	식
장마	댱	맣
장마당	장	마당
장만하다	장만	하다
장면	장	면
장모님	장모	님
장물아비	장물	아비
장미꽃	장미	꽃
장미잼	장미	잼
장봇짐	장	봇짐
장사군	장사	군
장사꾼	장사	꾼
장사치	장사	치
장수말벌	장수	말벌
장식품	장식	품
장식하다	장식	하다
장알거리다	장알	거리다
장알대다	장알	대다
장애달리기	장애	달리기
장애인	장애	인
장애자	장애	자
장애틀	장애	틀
장음계	한자 長音階. < 장	음계
장이	장	이
장인어른	장인	어른
장작개비	장작	개비
장작불	장작	불
장터	장	터
장티푸스	장	티푸스
장편 소설	장편	소설
장황하다	장황	하다
재가노인	재가	노인
재갈거리다	재갈	거리다
재갈대다	재갈	대다
재갈매기	재	갈매기
재갈이다	재갈	이다
재갈하다	재갈	하다
재건하다	재건	하다
재교육	재	교육
재귀대명사	재귀	대명사
재귀동사	재귀	동사
재까닥거리다	재까닥	거리다
재까닥대다	재까닥	대다
재깍거리다	재깍	거리다
재깍대다	재깍	대다
재깔거리다	재깔	거리다
재깔대다	재깔	대다
재깔하다	재깔	하다
재두루미	재	두루미
재떨이	재	떨	이
재미없다	재미	없다
재미있는	재미있다	는
재미있다	재미	있다
재미있음	재미있다	음
재발표	재	발표
재봉틀	재봉	틀
재빠르다	재	빠르다
재빨리	재빠르	이
재산가	재산	가
재색	재	색
재시험	재	시험
재의 수요일	재	의	수요일
재일조선어	재일	조선	어
재자거리다	재자	거리다
재자대다	재자	대다
재작년	재	작년
재잘거리다	재잘	거리다
재잘대다	재잘	대다
재재거리다	재재	거리다
재재대다	재재	대다
재채기하다	재채기	하다
재촉하다	재촉	하다
재테크	재	테크
재판관	재판	관
재판권	재판	권
재판소	재판	소
재판심리	재판	심리
재판하다	재판	하다
재편성	재	편성
재현하다	재현	하다
재활용	재	활용
재회하다	재회	하다
잿더미	재	ㅅ	더미
잿물	재	ㅅ	물
잿방어	재	방어
잿빛	재	ㅅ	빛
잿빛개구리매	잿빛	개구리매
쟁그랑거리다	쟁그랑	거리다
쟁그랑대다	쟁그랑	대다
쟁기질	쟁기	질
쟁쟁하다	쟁쟁	하다
쟁탈하다	쟁탈	하다
쟨	쟤	ㄴ
저가락	저	가락
저것	저	것
저격하다	저격	하다
저곳	저	곳
저공비행	저공	비행
저금하다	저금	하다
저기압	저	기압
저녁노을	저녁	노을
저녁때	저녁	때
저녁밥	저녁	밥
저돌적	저돌	적
저렁거리다	저렁	거리다
저렁대다	저렁	대다
저르렁거리다	저르렁	거리다
저르렁대다	저르렁	대다
저립하다	저립	하다.
저만큼	저	만큼
저벅거리다	저벅	거리다
저벅대다	저벅	대다
저분	저	분
저어새	저어	새
저울자리	저울	자리
저의	저	의
저이	저	이
저작권	저작	권
저저이	저저	이
저적거리다	저적	거리다
저적대다	저적	대다
저쪽	저	쪽
저축거리다	저축	거리다
저축대다	저축	대다
저출산	저	출산
저춤거리다	저춤	거리다
저춤대다	저춤	대다
저춤저춤	저춤	저춤
저토록	저	토록
저편	저	편
저항하다	저항	하다
저희	저	희
적갈색	적	갈색
적격하다	적격	하다
적극적	적극	적
적나라하다	적나라	하다
적당하다	적당	하다
적당히	적당	히
적대적	적대	적
적도 기니	적도	기니
적란운	적란	운
적색퉁돔	적색	퉁돔
적어지다	적어	지다
적요하다	적요	하다
적은	적다	은
적음	적다	음
적응하다	적응	하다
적의하다	적의	하다
적장자	적자	장자
적절히	적절	히
적중하다	적중	하다
적포도주	적	포도주
적합하다	적합	하다
적황색	적	황색
전갈자리	전갈	자리
전개하다	전개	하다
전국	전	국
전국적	전국	적
전권하다	전권	하다
전기 테이프	전기	테이프
전기밥가마	전기	밥	가마
전기밥솥	전기	밥솥
전기뱀장어	전기	뱀장어
전기찜솥	전기	찜솥
전기철도	전기	철도
전나무	전	나무
전나무 열매	전나무	열매
전나무열매	전나무	열매
전날	전	날
전달	전	달
전달하다	전달	하다
전동 어시스트 자전거	전동	어시스트	자전거
전동음	전동	음
전래동화	전래	동화
전래어	전래	어
전략가	전략	가
전략적	전략	적
전력하다	전력	하다
전리층	전리	층
전리품	전리	품
전면적	전면	적
전무식	전	무식
전문가	전문	가
전문일군	전문	일군
전문일꾼	전문	일꾼
전문적	전문	적
전문학교	전문	학교
전문화	전문	화
전미련	전	미련
전반전	한자 前半戰. < 전반	전
전방위	전	방위
전산학	전산	학
전색맹	전	색맹
전성기	전성	기
전성어미	전성	어미
전속 전진	전속	전진
전송하다	전송	하다
전수하다	전수	하다
전술적	전술	적
전승문학	전승	문학
전신케블	전신	케블
전야제	전야	제
전업하다	전업	하다
전역하다	전역	하다
전와어	전와	어
전와하다	전와	하다
전위부대	전위	부대
전이하다	전이	하다
전일하다	전일	하다
전입하다	전입	하다
전자가마	전자	가마
전자껍질	전자	껍질
전자동	한자 全自動. < 전	자동
전자메일	전자	메일
전자우편	전자	우편
전자정부	전자	정부
전장터	전장	터
전쟁터	전쟁	터
전쟁하다	전쟁	하다
전적하다	전적	하다
전전하다	전전	하다
전제하다	전제	하다
전조선	한자 前朝鮮. < 전	조선
전직하다	전직	하다
전진하다	전진	하다
전체적	전체	적
전체주의	전체	주의
전출하다	전출	하다
전치사	전치	사
전통적	전통	적
전투기	한자 戰鬪機. < 전투	기
전투식량	전투	식량
전파 탐지기	영어 radio	detecting	and	ranging. radar.
전파하다	전파	하다
전폭적	전폭	적
전하다	전	하다
전학하다	전학	하다
전해 콘덴서	전해	콘덴서
전향력	전향	력
전향하다	전향	하다
전혀	전	혀
전형적	전형	적
전형하다	전형	하다
전화	한자어 ‘電話, 電	話’에서 유래. 일본어 電話에서 철자 차용.
전화기	전화	기
전화망	한자어 ‘電話	網’에서 유래.
전화하다	전화	하다
절거덕거리다	절거덕	거리다
절거덕대다	절거덕	대다
절거덩거리다	절거덩	거리다
절거덩대다	절거덩	대다
절군하다	절군	하다
절그럭거리다	절그럭	거리다
절그럭대다	절그럭	대다
절그렁거리다	절그렁	거리다
절그렁대다	절그렁	대다
절단하다	절단	하다
절대로	절대	로
절대적	절대	적
절댓값	절대	ㅅ	값
절도광	절도	광
절뚝거리다	절뚝	거리다
절뚝대다	절뚝	대다
절룩대다	절룩	대다
절망적	절망	적
절망하다	절망	하다
절묘하다	절묘	하다
절실하다	절실	하다
절써덕거리다	절써덕	거리다
절써덕대다	절써덕	대다
절썩거리다	절썩	거리다
절썩대다	절썩	대다
절약하다	절약	하다
절연 테이프	절연	테이프
절절거리다	절절	거리다
절절대다	절절	대다
절하다	절	하다
절하하다	절하	하다
젊어지다	젊어	지
젊은	젊다	은
젊음	젊	음
점넙치	점	넙치
점령하다	점령	하다
점몰개	점	몰개
점박이물범	점박이	물범
점심 식사	점심	식사
점심때	점심	때
점심밥	점심	밥
점잖은	점잖다	은
점잖음	점잖다	음
점쟁이	점	쟁이
점줄망둑	점	줄	망둑
점줄종개	점	줄	종개
점직하다	점직	하다
점진적	점진	적
점진하다	점진	하다
점찍다	점	찍다
점하다	점	하다
접경지대	접경	지대
접근유속	접근	유속
접근하다	접근	하다
접대부	접대	부
접두사	접두	사
접미사	접미	사
접속 부사	접속	부사
접속 조사	접속	조사
접속법	접속	법
접속사	접속	사
접시거미	접시	거미
접시꽃	접시	꽃
접지선	접지	선
접착 테이프	접착	테이프
접하다	접	하다
젓가락	저#Etymology_3	ㅅ	가락
젓가락질	젓가락	질
젓갈	젓	갈
젓갈질	젓갈	질
젓기배	젓다 > 젓기	배
젓대	저	ㅅ	대
젓뱅어	젓	뱅어
젓새우	젓	새우
정강이뼈	정강이	뼈
정거장	정거	장
정관사	정	관사
정교하다	정교	하다
정기적	정기	적
정돈하다	정돈	하다
정량	정	량
정류장	정류	장
정리하다	정리	하다
정말	정	말
정말로	정말	로
정미량	정미	량
정벌하다	정벌	하다
정보이용료	정보	이용료
정복하다	정복	하다
정삼각형	정	삼각형
정상적	정상	적
정세하다	정세	하다
정수리	정	수리
정신분석	정신	분석
정신없이	정신	없이
정신적	한자 精神的. < 정신	적
정의롭다	정의	롭다
정일봉	^정일	봉
정적	정	정
정정하다	정정	하다
정주하다	정주	하다
정지하다	정지	하다
정직하다	정직	하다
정착민	정착	민
정체성	정체	성
정체하다	정체	하다
정치가	정치	가
정치적	한자 政治的. < 정치	적
정치적 올바름	정치적	올바름
정치질	정치	질
정하다	정	하다
정확하다	정확	하다
정확히	정확	히
젖가공품	젖	가공품
젖가루	젖	가루
젖가리개	젖	가리개
젖가슴	젖	가슴
젖꼭지	젖	꼭지
젖꼴만들기	젖	꼴	만들기
젖니	젖	니
젖당	젖	당
젖당못견딤증	젖당	못	견딤	증
젖먹이	젖	먹이
젖버듬하다	젖버듬	하다
젖어머니	젖	어머니
젖통	젖	통
제	저	이
제2차 세계 대전	제	이	차	세계	대전
제각기	제	각기
제거하다	제거	하다
제격	제	격
제곱근	제곱	근
제곱근표	제곱근	표
제곱미터	제곱	미터
제공하다	제공	하다
제국주의	제국	주의
제국주의자	제국주의	자
제기차기	제기	차	기
제대로	제	대로
제때	제	때
제련소	제련	소
제련하다	제련	하다
제명하다	제명	하다
제보하다	제보	하다
제본하다	제본	하다
제비갈매기	제비	갈매기
제비고깔	제비	고깔
제비꽃	제비	꽃
제비물떼새	제비	물떼새
제빵	제	빵
제빵사	제	빵	사
제삼 인칭	제삼	인칭
제삼자	제삼	자
제설하다	제설	하다
제소하다	제소	하다
제습하다	제습	하다
제안하다	제안	하다
제압되다	제압	되다
제약하다	제약	하다
제어하다	제어	하다
제언하다	제언	하다
제염하다	제염	하다
제왕나비	제왕	나비
제외지	제외	지
제외하다	제외	하다
제움직씨	제	움직씨
제의하다	제의	하다
제이 인칭	제이	인칭
제작소	제작	소
제재하다	제재	하다
제적하다	제적	하다
제정되다	제정	되다
제정하다	제정	하다
제조업자	제조업	자
제조하다	제조	하다
제주도	제주	도
제주도롱뇽	^제주	도롱뇽
제주땃쥐	^제주	땃쥐
제주말	^제주	말
제주모치망둑	^제주	모치망둑
제창하다	제창	하다
제철	제	철
제철하다	제철	하다
제청하다	제청	하다
제초하다	제초	하다
제출하다	제출	하다
제취하다	제취	하다
제탄하다	제탄	하다
제트기	제트	기
제트기류	제트	기류
제트류	제트	류
제판하다	제판	하다
제패하다	제패	하다
제하하다	제하	하다
제한되다	제한	되다
제한하다	제한	하다
제헌절	제헌	절
제헌하다	제헌	하다
제호탕	제호	탕
제힘움직씨	제	힘	움직씨
젱그렁거리다	젱그렁	거리다
젱그렁대다	젱그렁	대다
조간신문	조간	신문
조개나물	조개	나물
조갯살	조개	ㅅ	살
조건반사	조건	반사
조건법	조건	법
조건부	조건	부
조곤조곤히	조곤조곤	히
조그만	조그맣다	ㄴ
조그맘	조그맣다	ㅁ
조금씩	조금	씩
조급하다	조급	하다
조동사	조	동사
조랑말	조랑	말
조련하다	조련	하다
조로아스터교	조로아스터	교
조록나무	조록	나무
조록조록하다	조록조록	하다
조롱하다	조롱	하다
조르륵거리다	조르륵	거리다
조르륵대다	조르륵	대다
조립제법	조립	제법
조립하다	조립	하다
조릿거리다	조릿	거리다
조명	조	명
조몰락거리다	조몰락	거리다
조몰락대다	조몰락	대다
조미료	조미	료
조바심	조	바심
조밥	조	밥
조뼛거리다	조뼛	거리다
조뼛대다	조뼛	대다
조사하다	조사	하다
조선 사람	^조선	사람
조선글	^조선	글
조선말	^조선	말
조선민주주의인민공화국	조선	민주주의	인민	공화국
조선범	조선	범
조선봉건왕조	^조선	봉건	왕조
조선소	조선	소
조선옷	^조선	옷
조선컴	조선시대	컴퓨터
조성하다	조성	하다
조소하다	조소	하다
조심스럽다	조심	스럽다
조심조심	조심	조심
조심조심히	조심조심	히
조심하다	조심	하다
조약경기	조약	경기
조약공	조약	공
조약돌	조약	돌
조언하다	조언	하다
조용하다	조용	하다
조용히	조용	히
조작거리다	조작	거리다
조작대다	조작	대다
조잔거리다	조잔	거리다
조잔대다	조잔	대다
조잔하다	조잔	하다
조잘거리다	조잘	거리다
조잘대다	조잘	대다
조정하다	조정	하다
조주기능사	조주	기능사
조지아 사람	^조지아	사람
조지아 주	조지아	주
조지아국	조지아	국
조지아어	^조지아	어
조지아인	^조지아	인
조직적	조직	적
조직체	조직	체
조직하다	조직	하다
조촐하다	조촐	하다
조촘거리다	조촘	거리다
조촘대다	조촘	대다
조카딸	조카	딸
조타수	조타	수
조팝나무	조팝	나무
조피볼락	조피	볼락
족발	족	발
족제비눈	족제비	눈
족제비오소리	족제비	오소리
족족	족	족
존경하다	존경	하다
존댓말	존대	ㅅ	말
존재하다	존재	하다
존중하다	존중	하다
졸금거리다	졸금	거리다
졸금대다	졸금	대다
졸깃하다	졸깃	하다
졸랑거리다	졸랑	거리다
졸랑대다	졸랑	대다
졸렬하다	졸렬	하다
졸리다	졸다	리
졸업장	졸업	장
졸업하다	졸업	하다.
졸음	졸	음
졸이다	졸다	이
졸인소젖	졸이다	소젖
졸인젖	졸이다	젖
졸졸거리다	졸졸	거리다
졸졸대다	졸졸	대다
졸참나무	졸	참나무
좀겨풀	좀	겨풀
좀깨잎나무	좀	깨	잎	나무
좀더	좀	더
좀도둑	좀	도둑
좀약	좀	약
좀조개	좀	조개
좀처럼	좀	처럼
좁쌀	조	쌀
좁쌀풀	좁쌀	풀
좁은	좁다	은
좁음	좁다	음
좁히다	좁다	히
종결 어미	종결	어미
종결하다	종결	하다
종고모	종	고모
종관기상관측	종관	기상	관측
종교인	종교	인
종교적	종교	적
종교학	한자어 ‘宗敎學, 宗敎	學’에서 유래.
종군하다	종군	하다
종달새	종다리	ㅅ	새
종려나무	종려	나무
종료하다	종료	하다
종사하다	종사	하다
종소리	종	소리
종속하다	종속	하다
종식하다	종식	하다
종신형	종신	형
종아리	종	아리
종아리뼈	종아리	뼈
종알거리다	종알	거리다
종알대다	종알	대다
종영하다	종영	하다
종용하다	종용	하다
종유동	종유	동
종이돈	종이	돈
종이배	종이	배
종이비행기	종이	비행기
종이접기	종이	접	기
종이컵	종이	컵
종이학	종이	학
종잇조각	종이	ㅅ	조각
종종거리다	종종	거리다
종종대다	종종	대다
종질서	종	질서
종카어	종카	어
종합하다	종합	하다
종형제	종	형제
종화하다	종화	하다
좆대가리	좆	대가리
좆물	좆	물
좆밥	좆	밥
좆새끼	좆	새끼
좆지랄	좆	지랄
좋아하다	좋아	하다
좋은	좋다	은
좋음	좋다	음
좋이	좋	이
좌표 평면	좌표	평면
좌표계	좌표	계
좌표축	좌표	축
죄다	죄	다
죄송하다	죄송	하다
죄책감	죄책	감
주걱뿔사슴	주걱	뿔	사슴
주격 조사	주격	조사
주고받다	주고	받다
주관적	한자 主觀的. < 주관	적
주근깨	주근	깨
주기율표	주기율	표
주기적	한자 周期的. < 주기	적
주님	주	님
주도적	한자 主導的. < 주도	적
주동사	주	동사
주렁지다	주렁	지다
주로	주	로
주르륵거리다	주르륵	거리다
주르륵대다	주르륵	대다
주름살	주름	살
주름위	주름	위
주름투성이	주름	투성이
주머니칼	주머니	칼
주먹감자	주먹	감자
주먹밥	주먹	밥
주무시다	ᄌᆞᆷ다	ᄋᆞ시〮
주문하다	주문	하다
주물럭거리다	주물럭	거리다
주물럭대다	주물럭	대다
주민센터	한자 住民	영어 center
주뼛거리다	주뼛	거리다
주뼛대다	주뼛	대다
주사기	주사	기
주사침	주사	침
주삿바늘	주사	ㅅ	바늘
주억거리다	주억	거리다
주억대다	주억	대다
주엽나무	주엽	나무
주요하다	주요	하다
주유소	주유	소
주의하다	주의	하다
주장	주	장
주장하다	주장	하다
주저거리다	주저	거리다
주저대다	주저	대다
주적거리다	주적	거리다
주적대다	주적	대다
주전거리다	주전	거리다
주절거리다	주절	거리다
주절대다	주절	대다
주접스럽다	주접	스럽다
주정꾼	주정	꾼
주정뱅이	주정	뱅이
주제넘다	주제	넘다
주제넘은	주제넘다	은
주제넘음	주제넘다	음
주차장	주차	장
주차하다	주차	하다
주춤거리다	주춤	거리다
주춤대다	주춤	대다
주춤주춤	주춤	주춤
주행성	한자 晝行性 < 주행	성
주행성 동물	한자 晝行性動物 < 주행성	동물
주황색	주황	색
죽은말	죽은	말
죽음	죽	음
죽음의 행진	죽음	의	행진
죽이다	죽다	이
죽임	죽이다 > 죽이	ㅁ
죽장망혜	죽장	망혜
준거타원체	준거	타원체
준결승	한자어 ‘準決勝, 準	決勝’에서 유래.
준말	준	말
준비되다	준비	되다
준비하다	준비	하다
준성전파원	준성	전파원
준열하다	준열	하다
준플레이오프	준	플레이오프.
준혹하다	준혹	하다
줄곧	줄	곧
줄공	줄	공
줄공치	줄	공치
줄기찬	줄기차다	ㄴ
줄기참	줄기차다	ㅁ
줄납자루	줄	납자루
줄넘기	줄	넘	기
줄넘기줄	줄넘기	줄
줄농어	줄	농어
줄렁거리다	줄렁	거리다
줄렁대다	줄렁	대다
줄망둑	줄	망둑
줄몰개	줄	몰개
줄무늬	줄	무늬
줄박이돌고래	줄박이	돌고래
줄악기	줄	악기
줄어들다	줄어	들다
줄을 서다	줄을	서다
줄이다	줄다	이
줄임말	줄이다	말
줄임표	줄임	표
줄장지뱀	줄	장지뱀
줄종개	줄	종개
줄풀	줄	풀
줌통	줌	통
중간방어수	중간	방어수
중간시옷	중간	시옷
중계소	중계	소
중고기	중	고기
중공업	중	공업
중괄호	중	괄호
중국국수	중국	국수
중국멧토끼	중국	멧토끼
중국산개구리	^중국	산개구리
중국산악고양이	중국	산악	고양이
중국쏘가리	^중국	쏘가리
중국어	중국	어
중국인	중국	인
중국자라	^중국	자라
중국집	^중국	집
중국학	중국	학
중금속	중	금속
중남미	한자 中南美. < 중	남미
중단하다	중단	하다
중대시	중대	시
중대시하다	중대시	하다
중대하다	중대	하다
중덜거리다	중덜	거리다
중덜대다	중덜	대다
중립국	중립	국
중립주의	중립	주의
중매쟁이	중매	쟁이
중모음	중	모음
중미주	중	^미주
중상모략	중상	모략
중상하다	중상	하다
중생대	중생	대
중성자	중성	자
중성자별	중성자	별
중성자탄	중성자	탄
중세국어	중세	국어
중시하다	중시	하다
중신아비	중신	아비
중신어미	중신	어미
중심닮음	중심	닮	음
중심적	한자 中心的. < 중심	적
중앙난방	중앙	난방
중앙아메리카	중앙	아메리카
중앙아시아	중앙	아시아
중앙아프리카	중앙	^아프리카
중앙아프리카 공화국	중앙	아프리카	공화국
중앙유럽	중앙	^유럽
중앙은행	중앙	은행
중앙정보국	中央	情報	局
중얼거리다	중얼	거리다
중얼대다	중얼	대다
중얼중얼	중얼	중얼
중에서	중	에서
중요시	중요	—시
중요하다	중요	하다
중우정치	중우	정치
중위도고압대	중위도	고압대
중이병	한자 中二病 < 중	이	병
중이염	중이	염
중절거리다	중절	거리다
중절대다	중절	대다
중점적	중점	적
중추 신경 계통	중추	신경	계통
중추 신경계	중추	신경계
중추적	한자 中樞的. < 중추	적
중층구름	중층	구름
중턱	중	턱
중편 소설	중편	소설
중학교	중	학교
중학생	중학	생
중화인민공화국	중화	인민	공화국
중환자	한자 중	환자
중후하다	중후	하다
쥐과	쥐	한자 科
쥐구멍	쥐	구멍
쥐노래미	쥐	노래미
쥐덫	쥐	덫
쥐며느리	쥐	며느리
쥐뿔	쥐	뿔
쥐새끼	쥐	새끼
쥐손이풀	쥐	손	이	풀
쥐약	쥐	약
쥐어박다	쥐다 > 쥐어	박다
쥐오줌풀	쥐	오줌	풀
쥐젖	쥐	젖
쥐코밥상	쥐코	밥상
쥠봉	쥐다 > 쥠	봉
쥣과	쥐	ㅅ	한자 科.
즈믄둥이	즈믄	둥이
즉사하다	즉사	하다
즉석연설	즉석	연설
즉석요리	즉석	요리
즉흥적	즉흥	적
즐거워하다	즐거워	하다
증가하다	증가	하다
증거계약	증거	계약
증류수	증류	수
증명서	증명	서
증명하다	증명	하다
증발하다	증발	하다
증설하다	증설	하다
증손자	증	손자
증오심	증오	심
증진되다	증진	되다
증진하다	증진	하다
증후군	증후	군
지게문	지게	문
지게차	지게	차
지구가까운점	지구	가까운 < 가깝다	점
지구과학	지구	과학
지구온난화지수	지구	온난	화	지수
지균풍	지균	풍
지그럭거리다	지그럭	거리다
지그럭대다	지그럭	대다
지근거리다	지근	거리다
지근대다	지근	대다
지근덕거리다	지근덕	거리다
지근덕대다	지근덕	대다
지글거리다	지글	거리다
지글대다	지글	대다
지금거리다	지금	거리다
지금대다	지금	대다
지급하다	지급	하다
지긋지긋하다	지긋지긋	하다
지껄거리다	지껄	거리다
지껄대다	지껄	대다
지껄이다	지껄	이다
지끔거리다	지끔	거리다
지끔대다	지끔	대다
지나친	지나치다	ㄴ
지나침	지나치다	ㅁ
지난	지나	ㄴ
지난날	지난	날
지난달	지난	달
지난밤	지난	밤
지난번	지난	번
지난주	지나다 > 지난	주
지난해	지난	해
지대근이영양증	지대	근	이영양증
지도원장갑	지도원	장갑
지도자	지도	자
지도하다	지도	하다
지독하다	지독	하다
지동설	지동	설
지드럭거리다	지드럭	거리다
지드럭대다	지드럭	대다
지드럭지드럭	지드럭	지드럭
지딱거리다	지딱	거리다
지딱대다	지딱	대다
지랄하다	지랄	하다
지렁이	＜디룡이/디룡＜디롱이＜분문온역이해방＞←디롱 [＜地龍]	이
지레결혼	지레	결혼
지레김치	지레	김치
지렛대	지레	ㅅ	대
지뢰밭	지뢰	밭
지루하다	지루	하다
지름길	지름	ㅅ	길
지름신	지름	신
지리학	지리	학
지린성	지린	성
지명수배	지명	수배
지명하다	지명	하다
지바현	지바	현
지방방송	지방	방송
지방의회	지방	의회
지배자	지배	자
지배적	지배	적
지배하다	지배	하다
지벅거리다	지벅	거리다
지벅대다	지벅	대다
지벅지벅	지벅	지벅
지보공	지보	공
지분거리다	지분	거리다
지분대다	지분	대다
지분덕거리다	지분덕	거리다
지분덕대다	지분덕	대다
지불 불능자	지불 불능	자
지불하다	지불	하다
지붕	근대 한국어 집	웋)
지뻑거리다	지뻑	거리다
지뻑대다	지뻑	대다
지상파	지상	파
지상파방송	지상파	방송
지상호케이경기	지상	호케이	경기
지속적	지속	적
지수 함수	지수	함수
지시 대명사	지시	대명사
지시 부사	지시	부사
지시하다	지시	하다
지식 재산권	지식	재산권
지식층	지식	층
지아비	짒	아비
지어미	짒	어미
지오포텐셜 고도	[[]] <영어 geopotential	고도
지옥계	지옥	계
지옥불반도	지옥	불	반도
지우개	지우	개
지원서	지원	서
지저분하다	지저분	하다
지적 재산권	지적	재산권
지적하다	지적	하다
지절거리다	지절	거리다
지절대다	지절	대다
지정거리다	지정	거리다
지정되다	지정	되다
지정하다	지정	하다
지지러뜨리다	지지러	뜨리다
지지러트리다	지지러	트리다
지지지지	지지	지지
지지하다	지지	하다
지진규모	지진	규모
지진해일	지진	해일
지질시대	지질	시대
지척지척	지척	지척
지치기기술	지치다 > 지치기	기술
지칫거리다	지칫	거리다
지칫대다	지칫	대다
지칭하다	지칭	하다
지평면	지평	면
지평하다	지평	하다
지표면	지표	면
지푸당하다	지푸당	하다
지하실	지하	실
